id,abstract,conclusion,n_conclusion_sections,total
astro-ph/0001107,1,0,1,1
astro-ph/0001108,0,0,1,0
astro-ph/0001109,0,0,0,0
astro-ph/0001110,2,0,0,2
astro-ph/0001111,0,1,1,1
astro-ph/0001112,0,0,0,0
astro-ph/0001113,0,1,1,1
astro-ph/0001114,0,0,0,0
astro-ph/0001115,0,0,1,0
astro-ph/0001116,0,0,1,0
astro-ph/0001117,0,0,0,0
astro-ph/0001118,0,1,2,1
astro-ph/0001119,0,0,0,0
astro-ph/0001120,0,1,2,1
astro-ph/0001121,0,0,0,0
astro-ph/0001122,1,0,0,1
astro-ph/0001124,0,6,2,6
astro-ph/0001125,0,0,0,0
astro-ph/0001126,0,1,1,1
astro-ph/0001127,1,0,0,1
astro-ph/0001128,0,0,0,0
astro-ph/0001129,0,0,0,0
astro-ph/0001130,0,0,0,0
astro-ph/0001131,0,0,0,0
astro-ph/0001132,0,0,1,0
astro-ph/0001133,0,0,1,0
astro-ph/0001134,0,8,1,8
astro-ph/0001135,0,4,1,4
astro-ph/0001136,0,0,0,0
astro-ph/0001138,0,0,0,0
astro-ph/0001140,0,0,1,0
astro-ph/0001141,0,38,1,38
astro-ph/0001142,0,18,2,18
astro-ph/0001143,0,3,1,3
astro-ph/0001144,0,4,1,4
astro-ph/0001145,0,0,0,0
astro-ph/0001146,0,1,1,1
astro-ph/0001147,0,0,1,0
astro-ph/0001149,0,0,2,0
astro-ph/0001150,0,0,1,0
astro-ph/0001152,1,1,1,2
astro-ph/0001153,0,4,1,4
astro-ph/0001154,0,5,2,5
astro-ph/0001155,0,0,2,0
astro-ph/0001156,0,0,2,0
astro-ph/0001157,0,0,2,0
astro-ph/0001158,0,2,1,2
astro-ph/0001160,0,0,0,0
astro-ph/0001161,0,0,1,0
astro-ph/0001162,2,2,1,4
astro-ph/0001163,0,0,1,0
astro-ph/0001164,0,1,2,1
astro-ph/0001166,0,2,2,2
astro-ph/0001168,0,0,1,0
astro-ph/0001169,0,1,1,1
astro-ph/0001170,0,0,1,0
astro-ph/0001171,0,2,2,2
astro-ph/0001172,0,0,1,0
astro-ph/0001173,0,0,0,0
astro-ph/0001174,0,0,1,0
astro-ph/0001175,0,1,2,1
astro-ph/0001176,0,0,1,0
astro-ph/0001178,1,0,0,1
astro-ph/0001179,2,11,2,13
astro-ph/0001180,0,0,1,0
astro-ph/0001181,0,0,1,0
astro-ph/0001182,0,0,0,0
astro-ph/0001183,1,0,1,1
astro-ph/0001184,0,0,1,0
astro-ph/0001185,1,0,0,1
astro-ph/0001186,0,1,1,1
astro-ph/0001187,0,3,2,3
astro-ph/0001188,0,0,0,0
astro-ph/0001189,0,0,0,0
astro-ph/0001191,0,0,0,0
astro-ph/0001192,0,0,0,0
astro-ph/0001193,0,0,0,0
astro-ph/0001194,5,0,0,5
astro-ph/0001195,0,3,1,3
astro-ph/0001196,0,0,0,0
astro-ph/0001197,0,0,0,0
astro-ph/0001198,0,0,1,0
astro-ph/0001199,0,0,0,0
astro-ph/0001200,0,1,2,1
astro-ph/0001201,2,14,1,16
astro-ph/0001202,0,0,1,0
astro-ph/0001203,0,0,1,0
astro-ph/0001204,0,15,2,15
astro-ph/0001205,0,0,2,0
astro-ph/0001206,0,26,2,26
astro-ph/0001207,0,0,1,0
astro-ph/0001208,0,0,2,0
astro-ph/0001209,1,1,1,2
astro-ph/0001210,0,0,1,0
astro-ph/0001211,0,0,1,0
astro-ph/0001212,3,3,1,6
astro-ph/0001213,0,0,0,0
astro-ph/0001214,0,0,1,0
astro-ph/0001215,0,0,0,0
astro-ph/0001216,0,0,2,0
astro-ph/0001217,0,0,0,0
astro-ph/0001218,0,0,0,0
astro-ph/0001219,0,0,1,0
astro-ph/0001220,0,0,1,0
astro-ph/0001221,0,0,2,0
astro-ph/0001222,0,0,1,0
astro-ph/0001223,0,1,1,1
astro-ph/0001224,0,0,1,0
astro-ph/0001226,0,0,1,0
astro-ph/0001227,2,0,0,2
astro-ph/0001228,0,0,2,0
astro-ph/0001229,0,0,0,0
astro-ph/0001230,0,0,0,0
astro-ph/0001231,0,7,2,7
astro-ph/0001232,0,0,0,0
astro-ph/0001233,0,0,1,0
astro-ph/0001234,1,0,0,1
astro-ph/0001238,2,4,2,6
astro-ph/0001239,0,0,1,0
astro-ph/0001240,0,0,0,0
astro-ph/0001241,0,0,1,0
astro-ph/0001242,0,0,1,0
astro-ph/0001244,0,0,0,0
astro-ph/0001245,0,0,0,0
astro-ph/0001246,0,0,0,0
astro-ph/0001248,0,0,0,0
astro-ph/0001249,0,0,1,0
astro-ph/0001252,0,4,2,4
astro-ph/0001253,0,1,1,1
astro-ph/0001254,1,5,1,6
astro-ph/0001256,0,0,1,0
astro-ph/0001257,0,0,2,0
astro-ph/0001258,0,0,1,0
astro-ph/0001259,0,1,2,1
astro-ph/0001260,0,0,3,0
astro-ph/0001262,0,0,2,0
astro-ph/0001263,1,0,0,1
astro-ph/0001264,0,0,0,0
astro-ph/0001265,6,0,1,6
astro-ph/0001266,0,0,1,0
astro-ph/0001267,0,0,1,0
astro-ph/0001268,0,1,2,1
astro-ph/0001269,0,5,2,5
astro-ph/0001270,0,4,2,4
astro-ph/0001271,0,0,0,0
astro-ph/0001272,2,1,1,3
astro-ph/0001273,0,0,1,0
astro-ph/0001274,0,0,2,0
astro-ph/0001275,1,3,1,4
astro-ph/0001276,0,2,1,2
astro-ph/0001277,0,0,0,0
astro-ph/0001282,2,0,0,2
astro-ph/0001283,0,0,0,0
astro-ph/0001284,7,0,0,7
astro-ph/0001285,0,0,0,0
astro-ph/0001286,0,0,2,0
astro-ph/0001287,0,0,1,0
astro-ph/0001289,1,1,2,2
astro-ph/0001290,0,0,1,0
astro-ph/0001291,0,3,1,3
astro-ph/0001292,0,0,1,0
astro-ph/0001293,0,0,2,0
astro-ph/0001294,0,0,2,0
astro-ph/0001295,0,0,0,0
astro-ph/0001297,1,0,0,1
astro-ph/0001298,0,0,1,0
astro-ph/0001299,0,0,0,0
astro-ph/0001300,0,0,0,0
astro-ph/0001301,0,2,1,2
astro-ph/0001302,0,0,1,0
astro-ph/0001303,0,0,0,0
astro-ph/0001304,0,0,0,0
astro-ph/0001306,0,0,1,0
astro-ph/0001307,1,0,1,1
astro-ph/0001308,0,0,1,0
astro-ph/0001309,0,1,1,1
astro-ph/0001310,0,0,0,0
astro-ph/0001311,0,0,0,0
astro-ph/0001312,0,0,0,0
astro-ph/0001313,0,0,1,0
astro-ph/0001314,0,0,1,0
astro-ph/0001315,0,0,0,0
astro-ph/0001316,1,8,1,9
astro-ph/0001317,0,0,0,0
astro-ph/0001318,0,0,0,0
astro-ph/0001319,0,0,0,0
astro-ph/0001320,0,0,1,0
astro-ph/0001321,0,1,2,1
astro-ph/0001322,0,0,1,0
astro-ph/0001324,0,0,0,0
astro-ph/0001325,0,0,0,0
astro-ph/0001326,0,1,2,1
astro-ph/0001327,0,0,1,0
astro-ph/0001328,0,0,0,0
astro-ph/0001329,1,2,1,3
astro-ph/0001330,0,2,1,2
astro-ph/0001331,0,0,2,0
astro-ph/0001332,0,0,0,0
astro-ph/0001333,0,0,2,0
astro-ph/0001334,0,2,1,2
astro-ph/0001335,0,0,1,0
astro-ph/0001337,0,2,1,2
astro-ph/0001338,0,0,1,0
astro-ph/0001339,0,0,1,0
astro-ph/0001340,0,0,1,0
astro-ph/0001341,1,2,1,3
astro-ph/0001342,0,0,1,0
astro-ph/0001343,0,0,0,0
astro-ph/0001344,0,2,1,2
astro-ph/0001345,0,0,1,0
astro-ph/0001346,1,1,1,2
astro-ph/0001347,0,0,0,0
astro-ph/0001348,0,0,1,0
astro-ph/0001350,0,0,0,0
astro-ph/0001351,0,0,1,0
astro-ph/0001353,0,0,2,0
astro-ph/0001354,0,0,1,0
astro-ph/0001355,3,0,0,3
astro-ph/0001356,0,0,0,0
astro-ph/0001357,0,0,0,0
astro-ph/0001358,0,0,0,0
astro-ph/0001359,0,0,1,0
astro-ph/0001360,0,0,0,0
astro-ph/0001361,0,0,1,0
astro-ph/0001362,0,1,1,1
astro-ph/0001363,0,0,1,0
astro-ph/0001364,2,2,1,4
astro-ph/0001365,0,0,1,0
astro-ph/0001366,0,0,1,0
astro-ph/0001367,0,0,2,0
astro-ph/0001368,4,5,1,9
astro-ph/0001369,0,0,0,0
astro-ph/0001370,0,3,2,3
astro-ph/0001371,0,0,0,0
astro-ph/0001372,0,0,0,0
astro-ph/0001373,0,0,0,0
astro-ph/0001375,2,0,0,2
astro-ph/0001376,0,0,0,0
astro-ph/0001378,0,1,1,1
astro-ph/0001379,0,0,1,0
astro-ph/0001380,0,0,1,0
astro-ph/0001381,0,0,2,0
astro-ph/0001382,0,1,1,1
astro-ph/0001383,2,24,2,26
astro-ph/0001384,0,0,0,0
astro-ph/0001385,0,0,2,0
astro-ph/0001386,0,1,1,1
astro-ph/0001387,4,4,1,8
astro-ph/0001388,0,1,2,1
astro-ph/0001389,0,0,1,0
astro-ph/0001390,0,2,1,2
astro-ph/0001391,0,0,0,0
astro-ph/0001392,0,0,1,0
astro-ph/0001393,0,1,2,1
astro-ph/0001394,0,0,2,0
astro-ph/0001395,0,0,2,0
astro-ph/0001396,0,4,1,4
astro-ph/0001397,0,0,0,0
astro-ph/0001398,1,0,0,1
astro-ph/0001399,0,0,2,0
astro-ph/0001400,0,0,0,0
astro-ph/0001401,0,0,0,0
astro-ph/0001402,0,0,0,0
astro-ph/0001403,0,0,1,0
astro-ph/0001404,0,0,1,0
astro-ph/0001405,0,0,0,0
astro-ph/0001406,0,4,1,4
astro-ph/0001407,2,12,1,14
astro-ph/0001408,0,0,1,0
astro-ph/0001409,0,0,0,0
astro-ph/0001410,0,0,0,0
astro-ph/0001411,0,1,1,1
astro-ph/0001412,0,16,2,16
astro-ph/0001413,0,0,2,0
astro-ph/0001414,0,0,0,0
astro-ph/0001415,0,1,1,1
astro-ph/0001416,2,11,2,13
astro-ph/0001417,0,8,1,8
astro-ph/0001418,0,0,0,0
astro-ph/0001419,0,1,2,1
astro-ph/0001420,0,0,1,0
astro-ph/0001421,0,0,0,0
astro-ph/0001422,0,0,1,0
astro-ph/0001423,0,0,0,0
astro-ph/0001424,0,5,2,5
astro-ph/0001425,0,0,1,0
astro-ph/0001426,0,0,0,0
astro-ph/0001427,0,0,1,0
astro-ph/0001428,0,1,1,1
astro-ph/0001429,0,0,1,0
astro-ph/0001430,0,0,1,0
astro-ph/0001431,0,0,1,0
astro-ph/0001432,0,2,1,2
astro-ph/0001433,0,0,0,0
astro-ph/0001434,0,0,0,0
astro-ph/0001435,0,0,1,0
astro-ph/0001436,0,0,0,0
astro-ph/0001437,5,0,0,5
astro-ph/0001438,0,0,1,0
astro-ph/0001439,0,1,2,1
astro-ph/0001440,0,1,2,1
astro-ph/0001441,0,0,0,0
astro-ph/0001442,0,0,1,0
astro-ph/0001443,0,0,0,0
astro-ph/0001444,0,3,2,3
astro-ph/0001445,0,0,0,0
astro-ph/0001446,0,0,2,0
astro-ph/0001447,0,0,0,0
astro-ph/0001448,0,0,1,0
astro-ph/0001449,0,0,2,0
astro-ph/0001450,0,4,2,4
astro-ph/0001455,0,0,0,0
astro-ph/0001456,0,0,1,0
astro-ph/0001457,0,0,1,0
astro-ph/0001458,0,0,1,0
astro-ph/0001459,0,0,2,0
astro-ph/0001460,0,0,1,0
astro-ph/0001461,0,0,1,0
astro-ph/0001462,0,0,1,0
astro-ph/0001464,0,1,1,1
astro-ph/0001465,0,0,1,0
astro-ph/0001466,0,0,1,0
astro-ph/0001467,0,0,1,0
astro-ph/0001468,0,39,1,39
astro-ph/0001469,2,2,1,4
astro-ph/0001470,6,0,1,6
astro-ph/0001471,0,0,0,0
astro-ph/0001472,0,3,1,3
astro-ph/0001473,0,0,0,0
astro-ph/0001474,0,0,1,0
astro-ph/0001475,0,0,1,0
astro-ph/0001476,2,5,1,7
astro-ph/0001477,1,0,0,1
astro-ph/0001478,0,0,1,0
astro-ph/0001479,0,1,1,1
astro-ph/0001480,1,6,1,7
astro-ph/0001481,0,0,1,0
astro-ph/0001482,0,10,2,10
astro-ph/0001483,0,0,0,0
astro-ph/0001484,0,0,0,0
astro-ph/0001485,0,0,0,0
astro-ph/0001486,0,0,0,0
astro-ph/0001487,0,0,1,0
astro-ph/0001488,0,0,1,0
astro-ph/0001489,0,0,1,0
astro-ph/0001490,0,0,0,0
astro-ph/0001491,0,0,1,0
astro-ph/0001492,0,0,1,0
astro-ph/0001493,0,1,1,1
astro-ph/0001494,0,0,0,0
astro-ph/0001495,2,15,2,17
astro-ph/0001496,0,0,0,0
astro-ph/0001497,0,0,1,0
astro-ph/0001498,0,0,0,0
astro-ph/0001499,0,0,0,0
astro-ph/0001500,0,1,1,1
astro-ph/0001501,0,0,1,0
astro-ph/0001502,0,1,1,1
astro-ph/0001503,0,0,1,0
astro-ph/0001504,0,3,2,3
astro-ph/0001505,0,0,0,0
astro-ph/0001506,2,4,2,6
astro-ph/0001507,0,5,1,5
astro-ph/0001508,0,0,1,0
astro-ph/0001509,0,0,1,0
astro-ph/0001510,0,3,1,3
astro-ph/0001511,0,0,0,0
astro-ph/0001512,1,0,1,1
astro-ph/0001513,0,0,1,0
astro-ph/0001514,0,1,2,1
astro-ph/0001515,1,0,2,1
astro-ph/0001517,0,0,1,0
astro-ph/0001518,0,0,0,0
astro-ph/0001519,4,0,1,4
astro-ph/0001520,2,7,2,9
astro-ph/0001522,0,0,0,0
astro-ph/0001523,0,0,1,0
astro-ph/0001524,0,0,0,0
astro-ph/0001525,0,9,1,9
astro-ph/0001526,1,9,1,10
astro-ph/0001527,1,3,2,4
astro-ph/0001528,0,1,1,1
astro-ph/0001529,1,0,0,1
astro-ph/0001530,0,0,1,0
astro-ph/0001531,0,0,0,0
astro-ph/0001532,0,0,1,0
astro-ph/0001533,4,4,1,8
astro-ph/0001534,0,0,1,0
astro-ph/0001535,0,0,0,0
astro-ph/0001536,0,0,1,0
astro-ph/0001537,0,2,1,2
astro-ph/0001538,0,0,0,0
astro-ph/0001539,0,0,0,0
astro-ph/0001540,0,1,1,1
astro-ph/0001541,0,0,1,0
astro-ph/0001542,0,0,1,0
astro-ph/0001543,0,2,2,2
astro-ph/0001544,0,0,1,0
astro-ph/0001545,2,0,0,2
astro-ph/0001546,0,0,1,0
cond-mat/0001445,0,0,0,0
gr-qc/0001002,0,0,1,0
gr-qc/0001011,0,0,0,0
gr-qc/0001015,0,0,0,0
gr-qc/0001020,0,0,0,0
gr-qc/0001022,0,0,1,0
gr-qc/0001056,0,0,1,0
gr-qc/0001057,0,0,0,0
gr-qc/0001060,0,0,0,0
gr-qc/0001061,0,0,0,0
gr-qc/0001066,0,0,0,0
gr-qc/0001081,0,0,0,0
gr-qc/0001097,0,0,1,0
hep-ex/0001041,0,0,1,0
hep-ph/0001019,0,0,1,0
hep-ph/0001041,0,0,0,0
hep-ph/0001049,0,0,0,0
hep-ph/0001058,0,0,1,0
hep-ph/0001087,1,0,0,1
hep-ph/0001090,0,0,0,0
hep-ph/0001101,0,0,2,0
hep-ph/0001114,0,0,0,0
hep-ph/0001126,0,0,1,0
hep-ph/0001128,0,0,1,0
hep-ph/0001144,0,0,1,0
hep-ph/0001168,0,0,0,0
hep-ph/0001231,0,1,1,1
hep-ph/0001245,0,0,0,0
hep-ph/0001264,0,0,0,0
hep-ph/0001301,0,0,0,0
hep-ph/0001309,0,0,1,0
hep-ph/0001333,0,1,1,1
hep-th/0001071,0,0,0,0
hep-th/0001112,0,0,0,0
hep-th/0001140,0,0,1,0
math-ph/0001037,0,0,1,0
nlin/0001018,0,0,0,0
nucl-th/0001018,2,0,1,2
nucl-th/0001059,0,0,2,0
physics/0001044,0,1,1,1
quant-ph/0001012,0,0,1,0
